Gene,M307_2ppm,M311_2ppm,M314_2ppm,M316_0ppm,M323_2ppm,M324_0ppm,M327_0ppm,M329_0ppm,M330_0ppm,M343_2ppm
Scrg1,2,3,2,0,0,4,11,6,0,6
Scrib,232,76,182,120,237,82,22,60,1108,81
Scrn1,109,84,97,63,59,49,22,29,11,25
Scrn2,51,20,28,13,22,13,4,4,183,8
Scrn3,329,106,194,146,244,79,29,46,235,90
Scrt1,11,9,22,16,14,12,14,9,1,13
Scrt2,4,8,20,9,12,9,8,7,15,7
Sct,1,2,6,4,1,2,1,3,17,1
Sctr,9,2,11,11,1,11,10,14,3,8
Scube1,11,8,16,17,8,13,9,23,475,20
Scube2,18,28,8,28,18,44,34,55,8,43
Scube3,0,5,4,20,8,10,14,10,3,17
Scx,0,5,9,3,8,1,2,4,176,1
Scyl1,510,263,360,273,395,159,22,73,1071,149
Scyl2,159,70,90,69,103,74,27,55,110,52
Scyl3,501,170,279,207,333,106,49,94,299,178
Sdad1,187,112,157,115,181,111,66,76,219,120
Sdc1,60,73,86,31,47,45,11,14,3853,42
Sdc2,508,222,303,257,502,152,46,76,136,149
Sdc3,206,258,305,284,214,179,39,51,368,62
Sdc4,438,256,355,259,308,173,20,59,139,144
Sdcbp,1860,2024,2057,1435,1273,763,153,218,2916,567
Sdcbp2,8,4,16,12,11,6,7,15,721,10
Sdccag3,646,272,519,384,565,233,57,106,1193,200
Sdccag8,174,98,100,115,99,52,26,28,64,58
Sde2,520,173,336,285,380,189,30,62,409,119
Sdf2,827,306,626,447,756,270,21,145,2250,226
Sdf2l1,416,278,477,292,442,191,15,87,3940,199
Sdf4,3781,1636,3278,2405,3699,1342,136,621,4122,1139
Sdha,3072,1042,1924,1314,1977,680,88,379,3146,746
Sdhaf1,165,48,96,54,112,37,6,20,164,48
Sdhaf2,707,241,354,330,584,115,23,83,420,182
Sdhb,1028,464,602,505,754,233,21,114,803,265
Sdhc,1219,555,709,607,901,231,27,151,983,364
Sdhd,1517,654,902,721,1172,313,37,200,1492,421
Sdk1,86,96,93,86,55,65,29,61,75,80
Sdk2,31,34,38,32,24,34,20,37,243,32
Sdpr,247,181,200,165,174,71,38,47,32,76
Sdr16c5,6,4,9,10,2,11,11,16,0,10
Sdr16c6,0,5,3,3,2,2,7,9,1,12
Sdr39u1,435,185,256,247,382,121,13,65,318,121
Sdr42e1,164,65,135,95,135,62,23,52,816,82
Sdr9c7,10,9,6,11,3,10,14,19,3,9
Sds,1,1,0,1,1,1,3,5,0,6
Sdsl,68,19,25,46,44,9,4,10,13,14
Sebox,1,0,2,4,3,6,6,5,8,14
Sec1,8,7,18,17,25,8,10,8,92,12
Sec11a,1727,618,1082,728,1546,379,42,268,1444,505
Sec11c,532,313,565,321,532,191,13,121,5665,224
Sec13,1309,568,951,659,991,347,24,147,1069,377
Sec14l1,723,533,654,461,535,326,72,85,754,211
Sec14l2,1356,291,647,624,1159,257,14,144,139,279
Sec14l3,13,29,20,36,12,52,56,50,13,67
Sec14l4,15,9,23,23,7,22,17,20,85,16
Sec14l5,4,14,5,14,1,13,9,10,3,14
Sec16a,1005,267,675,573,725,279,56,215,2207,364
Sec16b,46,63,48,40,17,29,38,46,121,29
Sec22a,416,167,240,179,369,117,56,83,600,135
Sec22b,1112,544,775,557,818,279,42,133,917,295
Sec22c,100,85,99,143,93,84,35,63,117,71
Sec23a,1023,444,706,566,691,296,69,146,751,233
Sec23b,1040,419,817,587,723,260,40,161,1851,378
Sec23ip,687,342,636,360,498,259,60,135,749,220
Sec24a,271,128,198,145,242,131,69,117,277,165
Sec24b,469,176,300,210,276,113,49,85,259,142
Sec24c,1615,525,1144,900,1029,395,56,219,1400,474
Sec24d,806,468,664,466,500,267,57,131,1614,232
Sec31a,2736,1194,1935,1371,1857,678,91,349,4281,745
Sec31b,21,17,36,27,25,19,26,29,27,39
Sec61a1,3236,1815,2900,1716,2693,1108,78,490,6371,1004
Sec61a2,67,56,50,56,68,50,32,80,173,73
Sec61b,699,314,453,370,508,182,16,87,728,193
Sec61g,11,7,7,18,10,11,9,13,12,8
Sec62,1344,457,971,604,1371,391,45,265,2573,537
Sec63,1156,565,1111,716,965,414,76,226,1812,398
Secisbp2,96,51,78,63,125,24,20,33,94,58
Secisbp2l,997,408,851,528,727,374,92,189,979,447
Sectm1a,61,5,33,22,58,26,11,18,41,27
Sectm1b,18,12,8,3,7,14,10,5,22,12
Seh1l,1064,436,806,591,651,292,48,132,803,280
Sel1l,1405,676,1202,836,1275,525,85,336,1979,519
Sel1l2,7,10,7,25,10,26,29,19,9,22
Sel1l3,58,22,60,59,118,59,24,65,277,78
Sele,13,29,14,25,9,19,41,32,7,21
Selenbp1,365,257,229,181,232,95,31,37,88,85
Selenbp2,1,7,1,10,6,12,3,12,4,5
Selk,1716,759,1294,862,1751,546,48,299,3159,572
Sell,11,12,8,20,9,20,25,17,2,21
Selm,317,335,194,164,122,93,30,23,89,45
Selp,79,31,52,47,57,28,27,48,8,46
Selplg,89,63,61,57,65,44,10,9,63,28
Selrc1,137,55,109,106,133,73,22,30,68,61
Sema3a,22,46,39,58,33,28,50,43,6,23
Sema3b,121,77,85,89,97,55,16,27,746,41
Sema3c,1174,721,1488,817,756,551,89,161,2543,412
Sema3d,34,38,29,36,18,55,63,63,615,48
Sema3e,19,78,30,78,22,70,71,111,15,94
Sema3f,119,66,119,62,116,16,11,37,36,60
Sema3g,4,3,5,22,2,4,8,8,9,5
Sema4a,696,327,527,360,541,198,21,106,2812,213
Sema4b,128,32,73,53,101,44,12,34,117,66
Sema4c,35,16,30,28,18,10,17,8,136,12
Sema4d,164,75,116,92,202,84,26,47,331,73
Sema4f,2,9,7,21,7,16,14,17,43,15
Sema4g,30,21,20,19,42,19,16,23,90,28
Sema5a,368,310,442,297,223,218,102,124,656,174
Sema5b,4,11,6,11,18,11,8,14,46,19
Sema6a,22,41,5,20,9,28,36,36,28,40
Sema6b,4,6,18,12,3,5,9,6,14,12
Sema6c,14,18,12,18,14,15,12,11,13,17
Sema6d,38,17,51,38,29,52,30,28,21,29
Sema7a,9,5,11,13,2,12,11,6,64,7
Senp1,279,154,175,149,224,132,32,73,287,105
Senp2,545,255,400,333,402,160,43,94,483,178
Senp3,177,105,132,109,138,43,24,34,255,64
Senp5,377,157,289,229,295,131,72,121,273,146
Senp6,617,326,519,348,475,236,96,192,586,268
Senp7,282,163,220,170,164,117,65,77,171,128
Senp8,187,77,88,97,177,66,39,79,123,108
Sep15,3969,1842,2661,1959,3842,1019,84,544,7361,1228
Sephs1,580,331,472,315,403,215,56,110,905,204
Sephs2,505,190,343,264,369,151,17,46,347,146
Sepn1,248,183,199,145,188,68,16,43,66,49
Sepp1,4378,3529,3971,3174,3371,1763,402,441,3738,1055
Sepsecs,106,43,66,54,64,23,12,13,57,28
Sept1,23,19,22,25,26,13,7,11,13,21
Sept10,216,133,153,121,146,90,61,52,126,87
Sept11,367,517,248,212,241,125,62,50,181,88
Sept12,17,26,54,38,47,43,23,43,18,53
Sept14,14,22,13,21,5,28,26,25,0,29
Sept2,1629,1050,1283,1001,1109,520,103,271,1065,492
Sept3,67,32,59,38,27,37,26,27,13,35
Sept4,21,16,29,16,15,21,6,14,10,15
Sept5,81,83,94,65,67,48,11,20,16,25
Sept6,85,72,78,72,56,51,41,49,25,61
Sept7,2564,1528,1831,1369,1538,674,150,270,1767,588
Sept8,536,449,395,397,252,177,43,70,88,104
Sept9,724,296,462,320,471,155,25,112,1228,189
Sepw1,1105,1303,930,736,784,380,66,92,204,224
Serac1,28,8,36,26,33,32,29,44,43,33
Serbp1,1766,873,1440,993,1437,516,90,273,1490,597
Serf1,335,135,210,141,356,105,22,42,260,86
Serf2,1306,569,906,659,889,345,34,152,830,408
Sergef,38,44,50,31,22,32,15,26,54,16
Serhl,475,196,314,253,391,112,14,96,334,123
Serinc1,2194,980,1493,1168,1920,651,73,361,3770,695
Serinc2,13,39,37,10,19,22,8,18,4693,18
Serinc3,22663,10580,17731,11546,20553,6878,293,3735,23365,7962
Serinc4,776,321,523,389,513,196,26,86,516,210
Serinc5,482,197,303,270,381,191,67,147,829,149
Serp1,7681,3625,5508,4042,5363,2001,152,800,6868,1910
Serp2,14,1,9,8,9,4,8,4,5,1
Serpina10,7,3,2,3,0,2,5,3,0,3
Serpina11,3,3,0,7,2,9,5,6,0,8
Serpina12,3,5,1,5,0,11,6,13,9,4
Serpina1a,0,1,2,3,0,2,8,1,0,2
Serpina1b,5,3,3,8,0,0,5,1,4,6
Serpina1c,1,1,0,1,1,0,3,2,0,1
Serpina1d,0,4,4,6,0,1,0,3,0,3
Serpina1e,0,1,2,0,0,2,1,4,0,1
Serpina1f,71723,46818,81896,43334,72528,27452,694,13291,11592,27332
Serpina3a,4,6,1,1,0,3,2,6,0,7
Serpina3b,2,6,2,6,7,17,11,12,1,13
Serpina3c,50,28,35,36,20,18,10,4,2,15
Serpina3f,14,26,15,19,15,25,41,34,16,27
Serpina3g,35,52,93,41,35,23,20,18,18,15
Serpina3h,4,4,2,3,3,4,3,11,5,7
Serpina3i,8,4,14,12,2,9,18,14,8,18
Serpina3j,1,2,1,6,0,3,20,6,2,3
Serpina3k,2,4,3,2,0,3,8,3,3,6
Serpina3m,15,25,11,19,7,3,7,9,1,9
Serpina3n,307,576,205,156,158,113,22,16,14,48
Serpina4-ps1,0,5,0,4,0,4,7,5,0,4
Serpina5,4,5,10,2,2,5,6,6,0,6
Serpina6,0,8,2,4,0,11,11,10,2,6
Serpina7,0,2,4,4,0,9,10,3,4,13
Serpina9,7,0,3,6,3,5,4,6,0,2
Serpinb10,6,27,6,11,8,24,42,36,4,35
Serpinb11,6,8,5,12,6,15,19,19,2,27
Serpinb12,27,20,11,15,31,21,23,24,5,20
Serpinb13,1,4,2,1,2,3,11,6,9,7
Serpinb1a,128,99,93,79,104,49,43,57,15,55
Serpinb1b,3,4,0,3,2,7,8,2,6,5
Serpinb1c,0,7,7,11,1,7,14,12,6,5
Serpinb2,1,7,6,16,3,15,10,29,2,12
Serpinb3a,3,1,3,4,0,11,12,6,2,6
Serpinb3b,1,2,3,6,1,5,8,12,0,7
Serpinb3c,2,5,2,2,2,9,10,13,3,12
Serpinb3d,3,1,4,3,1,4,4,14,0,10
Serpinb5,71,42,77,40,43,40,13,22,47,26
Serpinb6a,602,623,484,384,436,210,61,69,354,140
Serpinb6b,115,98,184,76,96,48,9,13,108,55
Serpinb6c,19,13,19,27,15,18,13,10,2,16
Serpinb6d,7,4,4,13,2,17,18,24,3,6
Serpinb6e,3,10,3,1,3,10,20,7,3,9
Serpinb7,2,9,2,3,3,12,15,24,2,8
Serpinb8,59,95,38,62,55,49,29,27,40,56
Serpinb9,373,233,488,246,299,159,46,90,559,148
Serpinb9b,11,8,13,20,13,6,6,10,4,10
Serpinb9c,7,14,8,21,5,20,35,25,6,26
Serpinb9d,6,9,1,11,4,4,9,5,4,7
Serpinb9e,2,6,2,6,0,2,8,12,3,12
Serpinb9f,3,3,4,5,1,8,6,5,3,9
Serpinb9g,2,12,4,4,2,6,12,15,7,12
Serpinc1,14,18,10,22,16,41,32,48,11,33
Serpind1,2,7,2,11,2,15,10,15,4,4
Serpine1,4,6,4,11,6,18,21,14,6,11
Serpine2,5510,6698,9511,4389,5550,3686,247,1048,132,2585
Serpine3,3,13,7,6,6,4,16,15,4,7
Serpinf1,812,369,676,537,372,317,58,44,160,165
Serpinf2,3,6,4,10,3,27,6,15,3720,17
Serping1,5822,2727,5286,3651,3279,2255,443,397,695,1174
Serpinh1,791,787,495,419,354,285,58,42,110,105
Serpini1,20,31,25,29,15,33,63,80,36,62
Serpini2,2,16,7,8,0,25,27,35,2,23
Sertad1,136,62,81,58,116,42,9,14,79,25
Sertad2,298,118,226,188,285,103,41,70,249,126
Sertad3,123,60,89,68,77,30,6,8,62,22
Sertad4,255,213,207,188,117,97,37,42,180,96
Sertm1,12,12,13,17,1,17,17,13,5,7
Sesn1,383,350,326,191,269,101,39,61,424,103
Sesn2,194,78,88,105,145,59,13,39,223,58
Sesn3,76,31,45,48,59,33,13,27,42,31
Sestd1,418,201,320,317,332,220,127,213,654,246
Set,473,276,353,223,327,162,36,62,336,154
Setbp1,201,104,153,132,199,67,32,86,113,97
Setd1a,52,17,44,44,30,22,16,39,37,37
Setd1b,104,46,66,33,109,46,13,47,118,51
Setd2,300,217,274,271,296,199,173,203,326,214
Setd3,1042,466,737,594,683,314,49,144,698,266
Setd4,14,20,21,26,18,15,5,12,30,34
Setd5,357,164,230,207,263,112,92,155,310,165
Setd6,66,39,62,35,57,20,12,16,82,31
Setd7,204,74,122,114,114,56,30,45,77,73
Setd8,562,230,336,278,420,113,23,57,772,135
Setdb1,205,128,183,128,131,125,59,105,244,137
Setdb2,49,58,56,44,23,32,54,54,61,53
Setmar,27,28,41,10,37,24,9,7,36,17
Setx,521,230,426,279,363,201,101,158,594,215
Sez6,1,3,7,11,5,10,7,11,2,10
Sez6l,15,19,13,21,7,27,22,35,6,30
Sez6l2,1,7,3,13,4,10,11,9,2,10
Sf1,1160,424,879,539,885,322,41,186,840,365
Sf3a1,434,195,311,218,290,137,37,66,306,135
Sf3a2,236,87,146,128,163,54,11,23,191,60
Sf3a3,452,235,333,255,375,100,26,63,319,148
Sf3b1,1670,731,1159,821,1260,420,110,377,2050,658
Sf3b2,1912,917,1258,962,1290,434,57,208,1572,422
Sf3b3,462,278,337,238,323,158,44,100,852,147
Sf3b4,253,83,152,138,180,57,9,33,189,55
Sf3b5,478,185,328,195,382,116,10,59,269,134
Sfi1,409,560,523,661,389,807,927,1011,321,1085
Sfmbt1,319,231,327,263,285,169,142,124,343,199
Sfmbt2,36,67,81,96,42,104,124,128,120,131
Sfn,123,43,105,55,84,27,2,17,180,27
Sfpi1,125,196,95,93,108,65,8,20,37,29
Sfpq,832,406,586,406,765,220,40,147,693,342
Sfr1,1119,778,876,627,787,302,51,100,690,299
Sfrp1,1401,1142,1617,1003,1174,602,150,159,401,332
Sfrp2,30,26,23,39,31,38,24,27,3,22
Sfrp4,270,265,218,254,168,137,34,38,1,58
Sfrp5,1,10,2,8,0,7,5,4,0,3
Sfrs18,421,127,231,182,267,170,51,149,367,266
Sfswap,113,49,76,62,65,41,10,31,104,47
Sft2d1,95,23,57,43,88,25,9,25,175,30
Sft2d2,1421,541,986,781,1085,397,50,255,2210,438
Sft2d3,115,44,63,54,120,29,5,28,211,40
Sfta2,0,0,1,2,0,2,1,0,2,1
Sftpa1,10,20,12,29,7,33,48,29,1,47
Sftpb,7,7,7,12,3,8,9,9,6,11
Sftpc,0,0,0,2,0,2,4,1,4,2
Sftpd,10,6,5,12,9,11,17,17,24,24
Sfxn1,610,409,441,294,413,191,93,120,670,202
Sfxn2,132,82,116,68,156,74,35,51,252,77
Sfxn3,641,466,634,351,550,219,54,101,575,236
Sfxn4,41,39,21,25,24,15,14,29,24,42
Sfxn5,26,22,27,20,32,23,30,43,5,46
Sgca,3,3,9,7,3,7,6,8,11,12
Sgcb,109,97,83,80,69,85,38,49,224,44
Sgcd,12,6,19,4,4,2,15,12,3,10
Sgce,164,151,145,119,138,93,35,41,71,49
Sgcg,9,10,4,13,3,22,32,25,4,23
Sgcz,2,17,10,13,1,14,19,19,3,10
Sgip1,10,17,26,17,10,35,33,25,9,22
Sgk1,646,405,845,434,672,266,35,207,116,419
Sgk2,5,9,7,26,7,19,18,27,2,26
Sgk3,347,234,309,251,247,151,59,86,210,158
Sgms1,849,315,755,590,889,322,110,220,2386,381
Sgms2,1270,356,780,565,922,342,36,250,1478,423
Sgol1,34,27,12,21,13,26,21,32,13,21
Sgol2,25,37,32,69,16,41,48,57,27,43
Sgpl1,1495,352,634,553,820,225,53,172,1175,317
Sgpp1,8502,2628,5121,4096,6697,2193,73,1322,7859,2722
Sgpp2,46,31,47,49,58,33,27,53,16,54
Sgsh,171,47,100,70,124,39,12,30,234,49
Sgsm1,109,40,91,77,80,58,34,56,76,68
Sgsm2,399,122,255,204,234,73,16,69,430,96
Sgsm3,266,83,254,149,282,112,21,69,197,103
Sgta,874,407,522,472,636,218,33,83,673,222
Sgtb,76,28,47,68,64,28,37,36,51,41
Sh2b1,316,146,270,169,209,95,17,61,413,93
Sh2b2,10,6,9,15,4,7,7,7,39,4
Sh2b3,99,55,56,75,86,41,12,12,140,26
Sh2d1a,5,2,5,6,0,7,8,9,0,13
Sh2d1b1,13,10,15,12,13,4,3,5,7,2
Sh2d1b2,0,2,1,0,1,2,4,4,2,3
Sh2d2a,13,19,23,22,13,23,23,42,7,37
Sh2d3c,29,35,19,28,13,28,19,17,26,13
Sh2d4a,250,39,97,63,93,42,14,38,30,32
Sh2d4b,3,5,3,4,0,3,10,11,4,7
Sh2d5,10,4,5,5,2,5,11,7,162,9
Sh2d7,1,8,2,5,6,8,16,7,4,10
Sh3bgr,12,9,14,18,22,18,7,18,23,6
Sh3bgrl,2131,2020,1823,1384,1563,676,109,198,773,514
Sh3bgrl2,164,82,186,113,134,65,19,20,263,70
Sh3bgrl3,6049,2813,4881,3354,6896,1488,72,984,2331,2281
Sh3bp1,56,91,69,55,59,35,12,13,41,16
Sh3bp2,82,98,85,43,65,29,17,22,109,47
Sh3bp4,619,217,474,265,345,151,14,102,81,160
Sh3bp5,415,288,312,258,246,145,38,47,382,83
Sh3bp5l,483,194,335,239,362,146,17,73,368,148
Sh3d19,438,275,377,269,279,163,79,112,303,165
Sh3d21,61,35,68,56,107,43,18,12,134,28
Sh3gl1,395,258,287,212,231,157,33,46,403,105
Sh3gl2,326,98,249,174,204,86,20,48,1086,99
Sh3gl3,53,56,121,70,166,72,27,43,41,75
Sh3glb1,1705,1134,1455,1048,1472,626,173,223,831,448
Sh3glb2,548,226,451,291,492,132,23,106,410,223
Sh3kbp1,356,401,327,277,234,187,68,48,74,105
Sh3pxd2a,69,68,69,75,40,58,29,38,17,32
Sh3pxd2b,100,94,65,86,65,39,37,38,31,33
Sh3rf1,367,158,340,277,338,124,45,88,292,138
Sh3rf2,91,68,118,109,140,96,76,83,47,98
Sh3rf3,30,32,39,30,19,32,28,26,7,30
Sh3tc1,25,20,31,39,27,17,15,10,177,23
Sh3tc2,9,24,17,28,19,21,28,44,8,36
Sh3yl1,351,95,192,164,316,85,16,50,375,91
Shank1,18,18,11,15,12,19,19,17,6,15
Shank2,13,12,29,18,25,32,27,21,6,19
Shank3,3,19,14,14,4,10,6,16,4,14
Sharpin,270,144,179,118,209,84,14,42,248,84
Shb,187,56,139,95,198,50,11,36,421,67
Shbg,2,13,10,18,10,37,19,24,1,27
Shc1,523,397,412,299,403,158,39,68,720,146
Shc2,96,126,97,105,57,49,20,21,47,32
Shc3,10,5,4,10,2,12,8,14,0,7
Shc4,20,27,28,39,17,15,19,18,902,23
Shcbp1,26,36,15,29,20,45,33,34,29,21
Shcbp1l,44,19,45,19,43,16,34,20,18,21
Shd,7,2,6,20,1,6,7,3,9,3
She,22,50,29,60,27,43,49,57,17,84
Shf,6,8,13,9,5,7,2,12,87,6
Shfm1,1113,619,795,520,823,236,34,124,863,336
Shh,214,146,177,82,170,67,11,43,112,78
Shisa2,9,19,13,14,10,32,17,19,404,22
Shisa3,445,235,306,236,219,154,47,38,45,85
Shisa4,45,24,43,28,50,21,3,13,38,14
Shisa5,1087,671,945,570,985,334,35,183,535,326
Shisa6,15,23,34,30,16,21,26,24,0,31
Shisa7,35,7,29,28,48,17,17,14,11,6
Shisa9,32,44,40,30,32,38,46,71,27,68
Shkbp1,176,82,126,93,131,54,15,43,124,54
Shmt1,50,14,25,26,20,16,14,19,113,17
Shmt2,1695,364,1206,740,1197,281,14,215,522,434
Shoc2,1090,414,752,566,710,266,55,137,481,284
Shox2,0,3,2,3,0,2,7,6,0,0
Shpk,408,112,218,183,311,98,18,51,121,104
Shprh,296,127,189,210,182,151,147,162,290,213
Shq1,103,60,80,61,86,39,13,30,96,43
Shroom1,130,41,131,83,65,37,10,42,134,54
Shroom2,295,82,155,125,212,83,20,56,228,101
Shroom3,2719,309,742,653,1322,217,22,167,539,298
Shroom4,109,6,33,28,35,28,10,20,22,22
Siae,408,302,508,208,299,165,42,87,202,180
Siah1a,378,160,248,207,251,126,29,74,291,121
Siah1b,49,22,33,10,31,14,1,7,55,21
Siah2,155,53,119,66,117,58,27,22,159,49
Siah3,0,3,0,1,0,4,4,3,1,3
Sidt1,126,32,86,81,138,66,47,53,9,72
Sidt2,1224,681,1181,816,1052,464,40,301,2075,581
Sigirr,132,30,66,65,163,24,6,34,230,43
Siglec1,67,107,79,84,75,94,38,76,27,73
Siglec15,0,2,0,1,0,1,2,3,4,0
Siglec5,0,9,5,9,1,8,14,9,1,8
Siglece,20,8,29,19,24,16,11,8,19,15
Siglecg,6,15,7,13,15,9,8,13,4,15
Siglech,23,26,38,29,20,45,37,38,13,35
Sigmar1,331,166,285,181,338,80,12,53,534,113
Sik1,53,42,65,67,28,25,16,19,96,30
Sik2,101,54,60,49,43,75,36,59,166,52
Sik3,185,91,119,113,124,73,24,42,195,61
Sike1,493,177,297,188,318,101,20,64,304,104
Sil1,1174,473,861,592,968,390,37,165,2532,314
Sim1,160,55,126,93,107,68,46,85,44,78
Sim2,7,2,4,7,1,9,6,13,1,6
Simc1,173,52,118,46,113,66,25,46,52,112
Sin3a,280,124,223,151,156,122,66,102,202,117
Sin3b,1577,788,1602,869,1628,468,38,233,1182,575
Sipa1,80,80,61,55,54,37,10,19,30,24
Sipa1l1,460,180,273,252,230,149,79,81,408,156
Sipa1l2,71,60,52,36,33,61,30,37,53,36
Sipa1l3,577,152,420,271,406,163,21,73,282,187
Sirpa,170,242,203,152,182,118,23,43,160,74
Sirpb1a,9,5,4,9,2,2,5,2,2,5
Sirpb1b,3,3,8,11,5,7,8,7,2,3
Sirt1,153,91,131,98,148,68,24,52,149,69
Sirt2,621,278,403,319,427,167,33,71,483,134
Sirt3,166,59,80,78,115,56,11,21,105,46
Sirt4,93,37,60,48,58,31,9,35,89,50
Sirt5,202,42,88,55,124,21,13,38,28,50
Sirt6,52,18,41,13,29,13,9,15,53,16
Sirt7,138,80,110,88,134,53,8,32,175,55
Sis,19,51,37,48,17,74,87,70,16,78
Sit1,8,7,2,11,4,14,4,16,0,19
Siva1,125,110,91,71,68,52,10,10,92,40
Six1,4,6,9,12,2,11,12,12,3,7
Six2,0,5,5,3,1,5,2,4,0,1
Six3,5,3,2,11,3,4,17,11,1,3
Six3os1,5,23,9,16,7,27,29,37,7,19
Six4,14,45,29,37,21,71,98,83,103,73
Six5,65,18,38,25,67,14,7,18,72,12
Six6,2,1,2,15,3,10,14,23,3,2
Ska1,10,21,3,12,7,11,21,11,8,9
Ska2,130,39,71,84,58,41,22,29,56,34
Ska3,24,26,14,23,32,19,34,39,36,29
Skap1,105,61,116,83,132,49,33,45,390,52
Skap2,502,238,362,272,297,138,27,84,472,135
Ski,184,122,192,122,182,87,18,63,1144,90
Skida1,38,17,16,18,20,19,21,18,12,14
Skil,256,170,232,218,187,126,51,81,1857,124
Skint1,2,9,6,7,9,14,18,13,3,18
Skint10,5,8,5,9,3,25,23,16,2,16
Skint11,7,5,3,5,3,16,5,10,2,10
Skint2,0,2,2,2,4,15,9,9,2,5
Skint3,13,31,27,41,23,38,51,51,9,44
Skint4,10,11,7,16,8,10,33,31,5,22
Skint5,21,52,28,66,26,85,130,95,18,75
Skint6,20,40,22,37,19,56,62,62,8,70
Skint7,6,5,7,10,3,18,33,21,8,25
Skint8,7,3,0,8,5,4,7,12,1,5
Skint9,5,11,3,14,5,19,16,23,0,20
Skiv2l,527,234,346,300,389,118,27,97,455,145
Skiv2l2,491,201,291,250,295,121,79,112,478,149
Skor1,0,4,3,13,8,7,5,10,0,5
Skor2,2,4,3,7,0,8,7,2,1,9
Skp1a,4344,1988,3257,2304,3256,1096,94,469,3780,1135
Skp2,47,83,80,92,72,89,53,67,83,75
Sla,58,95,79,71,53,22,21,13,37,29
Sla2,203,128,136,114,215,84,21,51,500,87
Slain1,47,25,17,23,42,21,15,29,23,30
Slain2,965,397,759,576,651,347,55,180,679,256
Slamf1,6,9,4,12,5,21,28,35,5,26
Slamf6,6,19,18,18,7,13,32,28,231,18
Slamf7,32,31,83,44,43,30,20,16,27,26
Slamf8,29,13,23,27,16,20,15,12,11,4
Slamf9,49,75,72,61,71,43,14,15,89,18
Slbp,255,195,160,155,177,46,16,38,253,70
Slc10a1,9,28,8,22,13,34,41,42,11,36
Slc10a2,3,8,4,12,3,5,16,11,3,12
Slc10a3,244,83,144,110,245,67,5,29,304,61
Slc10a4,0,4,0,5,0,3,6,4,0,12
Slc10a5,2,3,3,10,1,7,27,9,1,13
Slc10a6,18,13,12,17,11,18,9,14,11,13
Slc10a7,162,81,122,96,107,75,28,35,205,65
Slc11a1,54,41,50,29,26,18,6,11,48,24
Slc11a2,314,129,202,119,231,67,24,68,847,112
Slc12a1,23,21,6,36,10,42,68,63,8,47
Slc12a2,66,31,59,78,58,72,88,71,188,98
Slc12a3,5,8,2,7,5,8,4,14,6,12
Slc12a4,54,55,54,55,44,30,13,15,32,38
Slc12a5,6,17,11,11,9,23,24,31,10,19
Slc12a6,252,174,195,183,209,158,86,148,325,157
Slc12a7,77,45,67,61,65,55,32,35,146,45
Slc12a8,36,16,9,18,17,31,21,32,4,44
Slc12a9,126,77,87,75,112,80,13,36,113,49
Slc13a1,2,13,10,27,3,16,33,19,2,22
Slc13a2,354,114,237,120,301,80,7,69,293,117
Slc13a3,4,10,5,14,3,17,7,9,9,12
Slc13a4,23,53,48,50,49,40,25,44,33,46
Slc13a5,5,8,16,17,6,11,10,10,9,10
Slc14a1,21,14,15,29,27,29,30,30,8,30
Slc14a2,627,182,438,492,706,192,27,131,108,234
Slc15a1,13,14,19,22,7,23,28,28,6,28
Slc15a2,431,80,103,111,146,68,45,72,843,102
Slc15a3,20,10,15,8,10,10,12,14,19,9
Slc15a4,179,90,138,110,154,60,20,33,182,49
Slc15a5,1,7,3,19,4,11,17,14,2,22
Slc16a1,1401,912,1570,881,1285,525,49,195,404,630
Slc16a10,13,44,27,43,32,34,31,40,1471,48
Slc16a11,14,12,6,5,5,5,0,7,520,5
Slc16a12,101,88,134,109,80,64,10,39,31,62
Slc16a13,5,4,14,7,12,7,6,7,759,12
Slc16a14,4,2,3,4,4,4,5,7,2,11
Slc16a2,350,257,334,118,150,111,21,36,632,93
Slc16a3,33,31,43,20,25,14,3,10,57,10
Slc16a4,12,6,9,12,5,11,13,17,327,14
Slc16a5,6,11,10,18,0,16,18,16,5,10
Slc16a6,135,122,167,122,99,44,27,46,39,77
Slc16a7,36,45,40,47,101,48,46,34,15,39
Slc16a8,1,4,3,4,0,2,3,4,0,2
Slc16a9,120,100,141,79,80,78,24,47,23,51
Slc17a1,8,9,4,9,2,12,31,18,1,15
Slc17a2,5,7,8,11,1,16,25,27,3,15
Slc17a3,10,9,2,13,5,16,24,25,4,13
Slc17a4,28,8,7,34,31,16,9,11,4,8
Slc17a5,215,106,144,102,232,100,24,41,1155,84
Slc17a6,17,23,21,32,21,37,36,37,5,31
Slc17a7,18,22,21,14,21,11,7,11,26,8
Slc17a8,4,12,17,11,2,17,20,29,4,17
Slc17a9,50,50,74,31,54,31,14,39,2318,37
Slc18a1,161,66,100,112,144,62,36,50,41,78
Slc18a2,23,51,28,48,36,58,62,95,44,84
Slc18a3,4,8,5,3,12,6,3,5,0,4
Slc18b1,84,59,65,42,53,51,32,42,290,42
Slc19a1,52,30,26,19,42,26,6,11,367,23
Slc19a2,244,164,230,162,202,103,22,71,219,135
Slc19a3,19,8,6,11,10,13,12,11,112,13
Slc1a1,2464,3065,4683,1677,1706,1373,96,423,15593,1082
Slc1a2,27,29,50,50,25,65,101,94,12,83
